source	time	person	location	organization	miscellaneous
esquire	2012-12-21T17:30:00	abraham lincoln|martin luther king|wait|frank sinatra	valley forge	national archives|temporary seasonal video accompaniment to the last post of the week	merry little christmas|christmas
esquire	2012-12-21T08:30:00	john boehner|dwight eisenhower|barry goldwater|boehner|newt gingrich|willard romney|rick santorum	lake huron|gulliver	optional musical accompaniment to this post|getty images	whigs|christmas
esquire	2012-12-20T16:02:00	beth daley|john tlumacki|john bullard	boston globe	national oceanic and atmospheric administration|great climate change hoax|gulf of maine|noaa|getty images there	atlantic
esquire	2012-12-20T15:00:00	niceley|frank niceley|ford pinto	wisconsin|columbine|tennessee|oak creek	dickens|tpm|the band room	republican-controlled
esquire	2012-12-20T13:46:00	chuck hagel|rice|susan rice|hagel|of state	benghazi	secretary of defense|armed services committee|tiger beat	beltway
esquire	2012-12-20T12:17:00	paul ryan|karen desalvo|desalvo|lee feinswog	new orleans|baton rouge|louisiana	association of free clinics	affordable care act|mardi gras|medicaid
esquire	2012-12-20T08:31:00	hans von spakowsky|hitler|mark wilson|glenn beck|beck|george effing|john lewis	michigan|germany|alabama	getty images in|heritage foundation|un|bronte	german
esquire	2012-12-19T13:45:00	thomas dinapoli|joe scarborough|michael bloomberg	connecticut|new york city	nra|olin|forjas taurus sa|sturm roger|new york state common retirement fund|sturm ruger & co inc|smith & wesson Î¾ holding corp|olin corp|new york state|forjas taurus|Î¾ smith & wesson	brazilian
esquire	2012-12-19T11:51:00	karen desalvo|jindal|desalvo	iowa|new orleans|connecticut|louisiana	department of health and human services|but jindal|u.s. department of health and human services|affordable care act	medicaid
esquire	2012-12-19T08:30:00	david petraeus|fred kagan|petraeus|paula broadwell	kagans|afghanistan	taliban|little petraeus|neocon dogpatch	afghan|Î¾ haqqani
esquire	2012-12-18T16:12:00	boeheim|jim boeheim	west virginia|syracuse|manhattan|new york|manley field house	big east conference	super bowl|olympics
esquire	2012-12-18T12:30:00	chris matthews|matthews|bill white|larry pratt|dave neiwert|pratt	mcminn county|tennessee|athens|spain	gun owners action league|battle of athens|mcminn	world war|world war ii|civil war|union|gis
esquire	2012-12-18T11:33:00	ezra klein|paul krugman	medicaid	photo illustration|macy|social security|flickr / special	medicare
esquire	2012-12-18T10:45:00	tom pennington|neil young|leon panetta	pentagon	lockheed|air force|marines|navy|lockheed martin|getty images last	canadians|f-35
esquire	2012-12-18T10:30:00	oliver north|inouye|daniel inouye|chris maddaloni|north	europe|central america	getty images among|medal of honor|nixon|Š—” watergate|ronnie	japanese
esquire	2012-12-17T16:00:00	james madison|thomas jefferson	omaha|wisconsin|michigan|maine|gop|virginia|pennsylvania|oval office|nebraska	house of representatives|electoral college	federalists|democratic-leaning
esquire	2012-12-17T15:25:00	nate silver|dylan myers|adam lanza|judge dredd	michigan|topeka|colorado|nice	national review|tiger beat on the potomac|second amendment	nra|morally insane week
esquire	2012-12-17T12:15:00	scarborough|joe scarborough|palfrey|joe|tom williams|judy palfrey|joe manchin|wayne lapierre|kevin cullen|charles copney|bill clinton|adam lanza	new orleans|boston|florida|aurora|chicago	american academy of pediatricians|pediatricians|virginia tech|boston globe|my lai|getty images columbine	nra|new world order|beltway
esquire	2012-12-17T11:20:00	david brooks|brooks|knows anything|john mccain|susan rice|henny youngman|william goldman	connecticut|hollywood	our national dialogue|disco dave|the new york times|disco dance party|first belt-sander quintet	sunday shows Îã
esquire	2012-12-17T10:24:00	city hall|sandy hook|christmas|don lemon|stephen marche|st. rose	d.c.	lima catholic church|sandy hook elementary school|beanie babies|chikwendiu / the washington post|getty images newtown|cnn|exit	methodist
esquire	2012-12-14T17:00:00	Î¾ till|yeats|sing	glen-car	permanent musical accompaniment for the last post of the week from the blog|Î¾ Î¾ of sleuth wood	christmas|canadian|the fiddler of dooney
esquire	2012-12-14T10:00:00	shah|gerald r. ford|argo|jimmy carter|saddam hussein|richard m. nixon|peacock throne|osama bin laden	tehran|iran|iraq|middle east	state department|opec|cia|zero dark thirty	iran-iraq war|iranian|arab-israeli
esquire	2012-12-13T17:00:00	kelly ayotte|huckleberry closetcase|bob corker|rice|john mccain|harold ford|lindsey graham|susan collins|john kerry	bangor|kenya|capitol hill|nairobi	state department|secretary of state|photo illustration|senator grumpy|nbc news|gop|politics blog congratulations|he-man woman haters club|flickr / special	african american
esquire	2012-12-13T15:19:00	perry|aunt fannie|goodhair|governor goodhair|crooks	indiana|oklahoma|louisiana|texas|georgia|alabama|cincinnati|idaho|union|arizona|vermonters|kansas|nebraska	planned parenthood|permanent musical accompaniment to this post|human services commission	medicaid
esquire	2012-12-13T12:30:00	agema|david frum|dave agema|lucy	yemen|syria|michissippi	optional video accompaniment to this post|Îã coming soon to this theater|laboratories of democracy	islamic
esquire	2012-12-13T12:02:00	joe lieberman|george w. bush|dana milbank|lieberman|brendan smialowski|milbank	iraq|the force	washington post|getty images|supreme court	union|smokies
esquire	2012-12-13T10:16:00	pohl|mohammed|chambliss|judge pohl|khalid sheikh mohammed|bigelow|dianne feinstein|saxby chambliss|kathryn bigelow|greg mitchell|james pohl	california|georgia	npr|senate intelligence committee|cia|zero dark thirty|us army	intertoobz|japanese|oscar
esquire	2012-12-12T16:40:00	david brooks|william butler yeats|george will|sunstein|brad delong|charles krauthammer|cass sunstein|cass|yeats|paul krugman|yuri zhivago|jocko connolly	michigan|times|new york|ringsend	washington post|post|whiskey fire|fox news|fiddler of dooney|new york times|christmas carol	nobel
esquire	2012-12-12T16:29:00	batman|jesus h. christ|everett dirksen|brian sandoval|sandoval	caesar|nevada	gop|affordable care act	medicaid
esquire	2012-12-12T16:00:00	ed kilgore|rick perry|bobby|kilgore|jindal	brookings|new orleans|louisiana	louisiana governor|brookings institute|brookings institution|supreme court	base
esquire	2012-12-12T15:32:00	holder|boxer|barbara boxer|eric holder|bat boy|kennedy	ohio|boston|florida|virginia	department of justice|justice department|jfk library|voting rights act|election assistance commission|california democrat|supreme court	line act|great finagle|greater finagle|senate-confirmed
esquire	2012-12-12T14:22:00	pio nono|vincenze pinto|papa|his holiness	st. peter|rome|vatican	vatican council|getty images the|life of pi Î¾	catholics
esquire	2012-12-12T11:17:00	breuer|marx brothers	iran|mexico|colorado|manhattan	u.s. justice department|department of justice|standard chartered|hsbc|justice department|obama justice department|doj	iranians|british
esquire	2012-12-11T16:06:00	walker|glenn grothman|scott walker	wisconsin	photo illustration|rule no.|koch industries|r-west bend|motor voter|they never stop|politics blog the great finagle|government accountability board|flickr / special	american politics
esquire	2012-12-11T14:16:00	allen	europe	tiger beat on the potomac|social security	medicare
esquire	2012-12-11T11:21:00	zori fonalledas|haley barbour|c-plus augustus|glenn mccall|george w. bush|henry barbour|ari fleischer|sally bradshaw|jeb bush|reince priebus|ron paul	puerto rico|mukwonago|tampa|south carolina	opportunity project|republican national committee|south carolina rnc|rnc|tiger beat on the potomac|gop	world war ii
esquire	2012-12-11T10:35:00	vince foster|hillary clinton|maureen dowd|michael kinsley|leroy gingrich|bill clinton|lindsey graham	iowa|greece	post-citizens united|great depression|huckleberry closetcase|definer of civilization|rose law firm|the civilizing forces|rules and leader|photo illustration|red dawn|flickr / special	carthusians|american right
esquire	2012-12-10T16:53:00	rick snyder|bill pugliano	michigan|mississippi	national review online|patco|getty images the	major league baseball
esquire	2012-12-10T14:30:00	pat flanagin|bob woodward|jerry dean|richard v. burkhauser|slate|flanagin|billie oaks|bill clinton|nick kristof|john slate|newt gingrich	breathitt county|west virginia|new albany|northeastern arkansas|arkansas democrat-gazette|kentucky|arkansas|mississippi	supplemental security income|cornell university|el paso|abc news|forbes mediacritic|arkansas state university|university of texas|social security administration|new york times|wall street journal|boston globe|supplemental security income program|ssi	beltway|crazy checks
esquire	2012-12-10T11:15:00	paul ryan|alzheimer|john boehner|enola gay|chait|ezra klein|jonathan chait|eric cantor	wisconsin|ohio|virginia|medicaid	gentle fiscal incline	medicare
esquire	2012-12-07T17:14:00	abe lincoln|abe|manny|mary todd|carcass|john adams|thomas jefferson|kate middleton|lord|manny ramirez	michigan|australia|john	morning zoo|house of representatives	canadian
esquire	2012-12-07T17:01:00	rick snyder|snyder	indiana|michigan|vietnam|lansing|mississippi	every sperm is sacred|blunt amendment	republican-dominated
esquire	2012-12-06T16:55:00	john boehner|walter karp|mccaskill|tip o'neill|rich|willie|bill clinton|mika|barack obama|fate|ronald reagan|vince foster|sarah palin|joe scarborough|joe|mike barnicle|claire mccaskill|geist|newt gingrich	missouri|beltway	tip 'n ronnie|getty images one|nbcu photo bank|wake up beltway dipwads|morning joe|tiger beat on the potomac|lowry|sparkle pants	iran-contra|senate democrats
esquire	2012-12-06T15:19:00	jeff irwin|rick snyder|snyder|lovely|d-ann arbor|george darany|juan peron	michigan|georgia|dearborn|mississippi	eden|permanent musical accompaniment to this post	rotunda|capitol
esquire	2012-12-06T14:24:00	rudolph|chuck todd|simpson|marley|alan simpson|willard romney|charlie brown	louisiana	twfie|tiger beat on the potomac|worst fking idea ever|new york times|balanced budget amendment|today show	prestone|mardi gras
esquire	2012-12-06T09:15:00	louie gohmert|robert c. scott	texas|virginia	mental health liaison group|book of driftglass	latin
esquire	2012-12-05T16:20:00	marco rubio|steve merrill|merrill|john|sununu|jamie dimon|mike allen|benson|barack obama|craig benson	concord	grappone conference center|democratic party	politico
esquire	2012-12-05T14:01:00	three kings|garth hudson|charlie brown christmas|vince guaraldi|marianne faithfull|elvis costello|gretchen carlson|break forth|king wenceslaus	ireland|the chieftains|christmas	frosty the snowman|cbs|the war|oh beauteous heavenly light|coca-cola|the roches|the bells of dublin|Îã cherish the ladies|the band	massey|chess|rudolph the red-nosed reindeer|christmas must be tonight|irish|blue yule|the war against the war against christmas
esquire	2012-12-05T13:39:00	neil jordan|john kennedy|gabriel byrne|neeson|michael collins|collins|liam neeson	jamaica plain|b’©al|ireland|boston|doyle|bl’th|dealey plaza|motherland	kodak brownie	irish-american|irish
esquire	2012-12-05T12:43:00	john boehner|jim demint|boehner|erick erickson|willard romney	georgia|bannockburn|south carolina	reynolds wrap|costco|house republicans|cnn|red state	oaks|christmas
esquire	2012-12-04T17:30:00	paul ryan|dick thornburgh|jim inhofe|lee|marco rubio|mike lee|john mccain|dick lugar|dole|rubio|rick santorum	pennsylvania|vietnam	disabilities act ]|foreign relations committee|world net daily|un	world war ii|beltway|medicare|anti-american|medicaid
esquire	2012-12-04T17:04:00	jacob marley|david brooks|moral hazard|brooks|jose|douthat|moses	england	the politics blog|unfortunate events of november|chamber of commerce|times|unfortunate events|ap|young fogies club|new york times|promised land|then jose	christmas|irish
esquire	2012-12-04T10:48:00	joe scarborough|bob costas|paul mccartney|jovan belcher|costas|mike huckabee|huckabee|jason whitlock	antarctica|messerschmidt	environmental cliff|kansas city chiefs|getty images the|msnbc	super bowl|reagan|powell
esquire	2012-12-03T14:14:00	john boehner|jon meacham|george washington|mike barnicle|henry wiencek|jefferson|willie|morning joe|thomas jefferson|pauline maier|mike royko|dan webster|barnicle	massa	master of the mountain|gentle fiscal incline|social security	medicare
esquire	2012-12-03T10:33:00	ann romney|his eminence|ann|henry purcell|cardinal douthat|eminence	ross|vatican	our national dialogue|washington post|optional video accompaniment to this post|willard|the washington post|la jolla|secret service|dryer and aeneas	west
esquire	2012-11-30T18:00:00	richard nixon|brendan smith|sheahan	fulton street|ottawa avenue|fountain street|ottawa	national archives|permanent musical accompaniment to the last post of the week from the blog|tinky winky|grand rapids griffin|pearl street	canadian
esquire	2012-11-30T16:28:00	paul ryan|jon huntsman|sean hannity|eric cantor|ron paul|huntsman	afghanistan|state	getty images|green room republican|not being insane|republican party	irish
esquire	2012-11-30T12:34:00	paul ryan|george w. bush|joe biden	wisconsin|afghanistan|global	optional musical accompaniment to this post|foreign policy|republican party|repeal obamacare|no.	world war ii|top 100 global
esquire	2012-11-30T11:30:00	mahtesian|charlie mahtesian|george w. bush|james gimpel|john mccain|willard romney|barack obama	maryland	daily yonder	arts|white folks voted|tiger beat on the potomac|mitt would have won
