id,date,type,city,state,ideology,group,description,image
1837,06/19/2017,White Supremacist Propaganda,Olympia,WA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted flyers at Evergreen State College. The flyers read: ""Our Future Belongs to Us.""",
2914,6/19/2017,Anti-Semitic Incident:Harassment,San Francisco,CA,,,"Swastika and ""heil Hitler"" written in the comment book at a Jewish museum.",
3103,6/19/2017,Anti-Semitic Incident:Vandalism,Stamford,CT,,,Confidential,
3509,6/19/2017,Anti-Semitic Incident:Vandalism,Norwell,MA,,,Confidential,
3707,6/19/2017,Anti-Semitic Incident:Harassment,St. Louis,MO,,,Confidential,
3867,6/19/2017,Anti-Semitic Incident:Harassment,Franklin Lakes,NJ,,,Confidential,
4194,6/19/2017,Anti-Semitic Incident:Vandalism,Oyster Bay,NY,,,Confidential,
4477,6/19/2017,Anti-Semitic Incident:Vandalism,Meadville,PA,,,Confidential,
159,06/18/2017,White Supremacist Event,Austin,TX,Right Wing (White Supremacist),,"Individuals associated with groups such as Vanguard America, Daily Stormer Book Clubs and Alt Right Texas held a ""Texas Belongs to Me"" rally at the state capitol.",
2913,6/18/2017,Anti-Semitic Incident:Vandalism,Alameda,CA,,,Confidential,
3368,6/18/2017,Anti-Semitic Incident:Vandalism,Naperville,IL,,,Jewish restaurant targeted with anti-Israel graffiti.,
3866,6/18/2017,Anti-Semitic Incident:Vandalism,Caldwell,NJ,,,Anti-Semitic and racist graffiti and swastikas were spray-painted on sign at elementary school playground.,
4193,6/18/2017,Anti-Semitic Incident:Vandalism,Goldens Bridge,NY,,,Confidential,
3742,6/17/2017,Anti-Semitic Incident:Vandalism,Lincoln,NE,,,4-foot orange swastika spray-painted on the side of a popular commercial building.,
3981,6/17/2017,Anti-Semitic Incident:Harassment,Albuqueraue,NM,,,"Students overheard telling Holocaust ""jokes"" in school.",
4191,6/17/2017,Anti-Semitic Incident:Vandalism,Clarkstown,NY,,,Confidential,
4192,6/17/2017,Anti-Semitic Incident:Vandalism,Cobleskill,NY,,,Residential neighborhood vandalized with swastika graffiti and other vulgar and offensive language.,
4594,6/17/2017,Anti-Semitic Incident:Vandalism,Austin,TX,,,"Jewish counterprotester's car was vandalized at a white supremacist rally, and individual was subject to anti-Semitic slurs.",
2746,6/16/2017,Anti-Semitic Incident:Harassment,Glendale,AZ,,,Professor made anti-Semitic comments to Jewish student.,
556,6/15/2017,Extremist/Police Shootout,Christiana,TN,Right Wing (White Supremacist),Ghostface Gangsters,"Police arrested Donnie Rowe and Ricky Dubose after a three-day manhunt. The men had escaped from a secure portion of a Georgia Department of Corrections bus after overpowering two corrections officers, killing them with their own weapons. Dubose is a member of the Ghostface Gangsters, a white supremacist prison gang.",
3057,6/15/2017,Anti-Semitic Incident:Harassment,Boulder,CO,,,Confidential,
3237,6/15/2017,Anti-Semitic Incident:Vandalism,Apollo Beach,FL,,,Confidential,
3865,6/15/2017,Anti-Semitic Incident:Vandalism,Loch Arbour Village,NJ,,,Confidential,
4190,6/15/2017,Anti-Semitic Incident:Harassment,NY,NY,,,Co-op board member referred to tenant using anti-Semitic slurs.,
4593,6/15/2017,Anti-Semitic Incident:Harassment,Houston,TX,,,Confidential,
29,6/14/2017,Extremist/Police Shootout,Alexandria,VA,Left Wing,,"James Hodgkinson opened fire on Republican members of Congress playing baseball. He shot and wounded Representative Steve Scalise, a staffer of another representative, and two police officers, before being shot and killed by police. Hodgkinson was a critic of Donald Trump.",
1121,06/14/2017,White Supremacist Propaganda,Hudson,FL,Right Wing (White Supremacist),Knights of the White Disciples,"Knights of White Disciples, a Klan group, posted flyers in Hudson.",https://www.adl.org/sites/default/files/styles/max_650x650/public/2018-07/023--Identity-Evropa---our-future-belongs-to-us.jpg?itok=GHvH0bgx
2912,6/14/2017,Anti-Semitic Incident:Vandalism,Santa Cruz,CA,,,Swastika graffiti found at intersection near a local Jewish organization.,
3102,6/14/2017,Anti-Semitic Incident:Harassment,Rocky Hill,CT,,,Confidential,
3508,6/14/2017,Anti-Semitic Incident:Vandalism,Franklin,MA,,,Confidential,
3864,6/14/2017,Anti-Semitic Incident:Vandalism,Tenafly,NJ,,,Confidential,
2318,6/13/2017,Extremist Murder,Sparta,GA,Right Wing (White Supremacist),Ghostface Gangsters,"Two inmates murdered two corrections officers during an escape attempt. One of the inmates, Ricky Dubose, was a member of the Georgia-based white supremacist prison gang Ghostface Gangsters.",
2911,6/13/2017,Anti-Semitic Incident:Vandalism,Oakland,CA,,,Confidential,
3507,6/13/2017,Anti-Semitic Incident:Vandalism,Reading,MA,,,Confidential,
4189,6/13/2017,Anti-Semitic Incident:Vandalism,Clarkstown,NY,,,Confidential,
4592,6/13/2017,Anti-Semitic Incident:Vandalism,Austin,TX,,,Confidential,
4687,6/13/2017,Anti-Semitic Incident:Vandalism,Beaver Dam,WI,,,Confidential,
2910,6/12/2017,Anti-Semitic Incident:Vandalism,Fremont,CA,,,Students vandalized school with graffiti that included a swastika.,
3101,6/12/2017,Anti-Semitic Incident:Harassment,Guilford,CT,,,Confidential,
3506,6/12/2017,Anti-Semitic Incident:Vandalism,Reading,MA,,,Confidential,
4188,6/12/2017,Anti-Semitic Incident:Vandalism,Liberty,NY,,,A teenager broke into a local Jewish camp and vandalized the interior and exterior of several buildings with anti-Semitic graffiti.,
885,06/11/2017,White Supremacist Event,Florence,AL,Right Wing (White Supremacist),Multiple groups,"Approximately 10 individuals associated with the Exalted Knights, International Keystone Knights and Global Crusader Knights protested an LGBTQ event.",
3505,6/11/2017,Anti-Semitic Incident:Vandalism,Brookline,MA,,,Confidential,
4187,6/11/2017,Anti-Semitic Incident:Vandalism,Bronx,NY,,,Swastikas and the Star of David were spray-painted on multiple floors in a private building.,
755,06/10/2017,White Supremacist Event,Denver,CO,Right Wing (White Supremacist),,"Several racist skinheads participated in an anti-Muslim ""March Against Sharia.”",
1034,06/10/2017,White Supremacist Event,Harrisburg,PA,Right Wing (White Supremacist),Vanguard America,"Approximately 10 individuals associated with Vanguard America joined an anti-Muslim ""March Against Sharia.""",
1137,06/10/2017,White Supremacist Event,Indianapolis,IN,Right Wing (White Supremacist),Identity Evropa,"Individuals associated with Identity Evropa joined an anti-Muslim ""March Against Sharia.” 

",
1742,06/10/2017,White Supremacist Event,New York,NY,Right Wing (White Supremacist),Multiple groups,"Individuals associated with Vanguard America and Identity Evropa participated in an anti-Muslim ""March Against Sharia.”",
1860,06/10/2017,White Supremacist Event,Orlando,FL,Right Wing (White Supremacist),Multiple groups,"Individuals associated with the League of the South and Identity Evropa participated in an anti-Muslim ""March Against Sharia.” 

",
2098,06/10/2017,White Supremacist Event,Roseville,CA,Right Wing (White Supremacist),Identity Evropa,"Individuals associated with Identity Evropa joined an anti-Muslim ""March Against Sharia.”",
2262,06/10/2017,White Supremacist Event,Seattle,WA,Right Wing (White Supremacist),Generation Europa,"Individuals associated with Generation Europa participated in an anti-Muslim ""March Against Sharia.”",
2386,06/10/2017,White Supremacist Event,Stuart,VA,Right Wing (White Supremacist),Multiple groups,Individuals associated with the Rebel Brigade Knights and Confederate White Knights rallied against Islam at the Patrick County court house.,
2909,6/10/2017,Anti-Semitic Incident:Harassment;White Supremacist Event,San Bernardino,CA,Right Wing (White Supremacist),,"ACT for America, the largest anti-Muslim group in the United States, organized nationwide anti-Muslim March Against Shariah rallies. Marchers in San Bernardino included members of the alt right, and others who carried signs with the anti-Semitic trope, ""Da Goyim Know.""",
3056,6/10/2017,Anti-Semitic Incident:Vandalism,Colorado Springs,CO,,,"Sticker found on the glass entrance of a Jewish community center that said ""Fight Terror. Nuke Israel.""",
3980,6/10/2017,Anti-Semitic Incident:Vandalism,Albuquerque,NM,,,Confidential,
3862,6/9/2017,Anti-Semitic Incident:Harassment,Lakewood,NJ,,,Confidential,
3863,6/9/2017,Anti-Semitic Incident:Vandalism,East Brunswick,NJ,,,An anti-Semitic message was scrawled on playground equipment at an elementary school.,
4186,6/9/2017,Anti-Semitic Incident:Vandalism,Queens,NY,,,Confidential,
4623,6/9/2017,Anti-Semitic Incident:Vandalism,Goochland,VA,,,The entrance sign of a summer camp at a Jewish Community Center was defaced with anti-Semitic graffiti.,
1613,06/08/2017,White Supremacist Propaganda,Minneapolis,MN,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted flyers at the University of Minnesota. The flyers read: ""Let's Become Great Again.""",
3860,6/8/2017,Anti-Semitic Incident:Harassment,Franklin Lakes,NJ,,,Confidential,
3861,6/8/2017,Anti-Semitic Incident:Harassment,East Hanover Township,NJ,,,Students used anti-Semitic screen names for a class assignment.,
1836,06/07/2017,White Supremacist Propaganda,Olympia,WA,Right Wing (White Supremacist),Atomwaffen Division,"Atomwaffen Division, a neo-Nazi group, posted flyers at Evergreen State College. The flyers read: ""Where will you be when the race war begins, when the world burns? Black lives don't matter.""",https://www.adl.org/sites/default/files/styles/max_325x325/public/2018-07/020--Identity-Evropa---lets-become-great-again.jpg?itok=K65FqKoT
3504,6/7/2017,Anti-Semitic Incident:Vandalism,Duxbury,MA,,,Confidential,
3979,6/7/2017,Anti-Semitic Incident:Harassment,Albuquerque,NM,,,Confidential,
4662,6/7/2017,Anti-Semitic Incident:Harassment,Spokane,WA,,,Anti-Semitic and Holocaust denial posts targeting an event with a Holocaust survivor publicized on social media and sent to a local rabbi.,
3502,6/6/2017,Anti-Semitic Incident:Harassment,Boston,MA,,,Admitted students to Harvard University posted anti-Semitic and racist offensive posts and messages in a Facebook group with other admitted students.,
3503,6/6/2017,Anti-Semitic Incident:Harassment,Newton,MA,,,Confidential,
4185,6/6/2017,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Confidential,
3055,6/5/2017,Anti-Semitic Incident:Vandalism,Westminster,CO,,,"""Arbeit Macht Frei"" spray-painted on a bridge above a biking trail",
3367,6/5/2017,Anti-Semitic Incident:Harassment,Mount Prospect,IL,,,Confidential,
3734,6/5/2017,Anti-Semitic Incident:Vandalism,Fargo,ND,,,Confidential,
4183,6/5/2017,Anti-Semitic Incident:Harassment,NY,NY,,,A Jewish woman received an email with articles full of anti-Semitic content from a known Nazi website.,
4184,6/5/2017,Anti-Semitic Incident:Vandalism,Bronx,NY,,,Confidential,
4476,6/5/2017,Anti-Semitic Incident:Harassment,Cheltenham,PA,,,Confidential,
2908,6/4/2017,Anti-Semitic Incident:Vandalism,Berkeley,CA,,,"Graffiti that included swastikas and the words ""Mein Kampf"" were found in several places in off-campus student housing.",
4182,6/4/2017,Anti-Semitic Incident:Assault,Brooklyn,NY,,,Confidential,
1240,06/03/2017,White Supremacist Event,Lake City,FL,Right Wing (White Supremacist),League of the South,"The League of the South held a ""Free Florida First"" conference.",
4181,6/3/2017,Anti-Semitic Incident:Vandalism,Queens,NY,,,"The words ""Jews suck"" and a swastika were found written on a sidewalk.",
2907,6/2/2017,Anti-Semitic Incident:Vandalism,Walnut Creek,CA,,,Confidential,
3054,6/2/2017,Anti-Semitic Incident:Vandalism,Aurora,CO,,,Swastikas spray-painted on the home of a Jewish couple.,
3100,6/2/2017,Anti-Semitic Incident:Vandalism,Orange,CT,,,Confidential,
3236,6/2/2017,Anti-Semitic Incident:Harassment,Boca Raton,FL,,,"A Jewish woman who works at a Holocaust memorial received a phone call from two people saying ""those Jews, they deserved it.""",
3501,6/2/2017,Anti-Semitic Incident:Harassment,Ipswich,MA,,,Confidential,
3858,6/2/2017,Anti-Semitic Incident:Harassment,Lakehurst,NJ,,,Individual received threatening anti-Semitic messages online.,
3859,6/2/2017,Anti-Semitic Incident:Vandalism,Edison,NJ,,,"Swastika and ""Fuck the Jews"" discovered in bathroom at a middle school.",
4180,6/2/2017,Anti-Semitic Incident:Vandalism,NY,NY,,,Confidential,
4396,6/2/2017,Anti-Semitic Incident:Vandalism,Fairfield,OH,,,Confidential,
342,06/2017,Terrorist Plot/Attack,Bronx,NY,Islamist,,"Ali Kourani completed a number of intel missions for Hezbollah, collecting surveillance on U.S.-based individuals associated with the Israeli Defense Force and U.S. Law Enforcement institutions in New York.",
3099,6/1/2017,Anti-Semitic Incident:Harassment,Wilton,CT,,,Confidential,
3500,6/1/2017,Anti-Semitic Incident:Harassment,Newton,MA,,,Confidential,
3618,6/1/2017,Anti-Semitic Incident:Vandalism,Gaithersburg,MD,,,Confidential,
4419,6/1/2017,Anti-Semitic Incident:Vandalism,Crooked River Ranch,OR,,,Confidential,
1101,05/31/2017,White Supremacist Propaganda,Houston,TX,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, posted flyers in Houston. The flyers were distributed in bags, along with small rocks to ensure the papers didn't blow away. One flyer extolled the virtues of joining the Klan, while another spoke out against homosexuals and interracial couples.",
3098,5/31/2017,Anti-Semitic Incident:Harassment,Newington,CT,,,Two students were victims of anti-Semitic bullying.,
3658,5/31/2017,Anti-Semitic Incident:Vandalism,Ypsilanti,MI,,,Swastika and a profane anti-America comment spray painted on a walkway near park.,
4475,5/31/2017,Anti-Semitic Incident:Vandalism,Philadelphia,PA,,,Rocks thrown through the windows of a synagogue.,
4686,5/31/2017,Anti-Semitic Incident:Harassment,Milwaukee,WI,,,Confidential,
4474,5/30/2017,Anti-Semitic Incident:Vandalism,Mt. Lebanon,PA,,,"""Kill the Jews!"" was found spelled out in pine cones with a swastika at a residential intersection.",
2906,5/29/2017,Anti-Semitic Incident:Harassment,Monterey,CA,,,"A public school teacher has been repeatedly harassed by students yelling ""death to Jews"" and ""Heil Hitler"" outside their classroom, and a swastika was drawn on the white board.",
3309,5/29/2017,Anti-Semitic Incident:Vandalism,Marietta,GA,,,"A synagogue's marquis letters were rearranged to spell out ""Hitler.""",
3366,5/29/2017,Anti-Semitic Incident:Vandalism,Smithfield,IL,,,"An 18 year-old female, who lives with a Jewish family, discovered her truck spray-painted with a swastika and other racial epithets.",
2467,05/28/2017,White Supremacist Propaganda,Texas City,TX,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, posted flyers in Texas City. The flyers read: ""Join the best or die like the rest.""",
3168,5/28/2017,Anti-Semitic Incident:Vandalism,Magnolia,DE,,,Swastika spray-painted on Jewish resident's driveway.,
3233,5/28/2017,Anti-Semitic Incident:Harassment,Miami Beach,FL,,,Confidential,
3234,5/28/2017,Anti-Semitic Incident:Harassment,Miami Beach,FL,,,Confidential,
3235,5/28/2017,Anti-Semitic Incident:Harassment,Miami Beach,FL,,,Confidential,
3308,5/28/2017,Anti-Semitic Incident:Harassment,Atlanta,GA,,,Confidential,
4178,5/28/2017,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Confidential,
4179,5/28/2017,Anti-Semitic Incident:Assault,Brooklyn,NY,,,Confidential,
1038,05/27/2017,White Supremacist Event,Harrison,AR,Right Wing (White Supremacist),Multiple groups,Individuals associated with the League of the South and the Knights Party joined a protest of antifa.,
1440,05/27/2017,White Supremacist Event,Madison,IN,Right Wing (White Supremacist),Nordic Order Knights,"Approximately 10 individuals associated with the Nordic Order Knights rallied at Fireman's Park.

",
